p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CEP290	0.000986591358415757	-0.280643905648854	0.176	0.317	1
NPDC1	0.00100499654408235	-0.45767551259564	0.199	0.345	1
UQCRB	0.00105535605269178	0.812165284688429	0.618	0.59	1
SSR2	0.00105925272088683	-0.344381380427166	0.346	0.538	1
HN1	0.00106248340281544	1.35323945740167	0.39	0.336	1
TTC19	0.00109998848585205	-1.25432121504728	0.162	0.293	1
ZC3H11A	0.00114875593695716	-0.424374292676522	0.191	0.339	1
SLC52A2	0.00115471062893738	-0.452143063491727	0.169	0.308	1
PUM1	0.00116257527852898	-0.685213401746256	0.184	0.311	1
CD99	0.0011877764198935	-0.321040325224871	0.434	0.596	1
MXRA7	0.00126170835930877	-0.273835822040771	0.309	0.473	1
ATP5E	0.00127843935758396	0.484655982872235	0.699	0.682	1
DDX42	0.00133062193122252	-0.525337155374069	0.147	0.28	1
PTRF	0.00135893521923633	1.0347945415305	0.515	0.5	1
DCAF7	0.00136365858013561	-0.598504190507728	0.14	0.271	1
EIF4A1	0.00138675912317715	0.901964427304591	0.574	0.608	1
DYNLL1	0.00142702353283705	0.737010087489269	0.566	0.565	1
HNRNPH1	0.00143981429803988	-0.873937431543909	0.221	0.362	1
KRT8	0.00144063950143929	-0.878029015575098	0.14	0.254	1
SGCE	0.00144926157464689	-0.325935356699711	0.154	0.284	1
RPL36	0.00144949616030156	0.332732781665408	0.831	0.791	1
CPA4	0.00148491098016118	-0.675210757665767	0.324	0.473	1
PDAP1	0.00149303706938554	1.21346325965804	0.478	0.462	1
COL3A1	0.00151003909383418	-0.590577752450549	0.169	0.299	1
ANO6	0.00155768955616822	-0.929917232363703	0.132	0.256	1
TCERG1	0.0015641361208483	-0.727895231861788	0.169	0.302	1
SHMT2	0.00157761182870379	-0.35318875552683	0.132	0.258	1
KPNA6	0.0016284300280953	-0.628378090875405	0.162	0.302	1
C5orf24	0.00164440818288586	-0.525287488707107	0.206	0.348	1
AP1S2	0.00165701683477483	-0.801488345120493	0.169	0.3	1
CBX6	0.0016581782211244	-0.560053763796393	0.147	0.271	1
PON2	0.00168731148188698	-0.355135059698983	0.301	0.452	1
DLG1	0.00169203986692949	-0.300312500517234	0.147	0.277	1
BCAP31	0.00172255563174913	-0.256415517609884	0.368	0.557	1
DKK1	0.00173868374237307	-0.463215932684102	0.162	0.285	1
C8orf33	0.0018028019151622	-0.49190132232664	0.176	0.319	1
SH3BGRL3	0.00187255192890675	0.541879191738719	0.676	0.644	1
PRELID1	0.00188581634486349	0.994733231544327	0.515	0.517	1
IFI27	0.00189880616212464	0.391826249731275	0.816	0.801	1
TMEM147	0.00193993399714596	-0.627181716965892	0.176	0.305	1
PKN2	0.00194381558102239	-0.55056512400067	0.162	0.293	1
SNX9	0.00196461649614112	-0.759542170314978	0.147	0.269	1
CAMLG	0.00202974681407108	-0.292361860378616	0.228	0.371	1
SPAG4	0.00204676556720136	-0.602406330318182	0.147	0.26	1
PLEKHM2	0.00205581904503473	0.268972800235707	0.162	0.294	1
ESRRG	0.00206098040407971	-0.393076768936398	0.221	0.368	1
S100A6	0.0020911860239901	0.297895625572172	0.868	0.881	1
NCKAP1	0.00209897291757341	0.268146021799656	0.279	0.449	1
C12orf75	0.00212097057565534	0.951906548502362	0.515	0.487	1
TSNAX	0.00212209361144563	-0.351338471785852	0.176	0.305	1
PLIN2	0.0021533600299243	-0.32269111718221	0.412	0.587	1
H2AFV	0.00215448889668331	1.52641945013045	0.353	0.292	1
TBC1D9B	0.00231232901660644	-0.394615596758999	0.25	0.395	1
SEMA7A	0.00232857050647642	-0.754282787774681	0.191	0.317	1
ISCU	0.00237132826848502	-0.548643413231462	0.169	0.302	1
EXOC7	0.00240521385739585	-0.808882530912749	0.147	0.26	1
IGFBP6	0.00240871087474188	-0.353255858039805	0.272	0.422	1
LGALS1	0.00242291933647994	0.39724478350824	0.831	0.858	1
RPAIN	0.00248393300693816	-0.8656191437641	0.154	0.277	1
FADS1	0.00255948142244004	-0.331117693350169	0.228	0.37	1
ZNF800	0.00259229981026146	-0.601512173984514	0.14	0.257	1
TMEM33	0.00262731698043684	0.262019177673334	0.132	0.253	1
SET	0.00263155806704014	1.49413951272273	0.463	0.444	1
ITGB1	0.0026388185638259	-0.312994904791092	0.713	0.795	1
MAGT1	0.00266528315451079	0.57341881440254	0.272	0.413	1
SMAD3	0.00267650058083029	-0.442042628478929	0.235	0.381	1
IRF2BP2	0.00267784511703865	-0.476861956044759	0.154	0.271	1
SHFM1	0.00268008754857615	0.838384592664972	0.529	0.534	1
COX4I1	0.00269882387820861	0.509703716378148	0.632	0.614	1
C6orf62	0.00272401080188527	-0.498739465663608	0.265	0.409	1
IPO9	0.00272679958327882	-0.44635914067358	0.176	0.308	1
KDSR	0.00280104148495855	-0.337262142122224	0.213	0.357	1
TMED2	0.002816041207723	0.329421258180665	0.294	0.459	1
RPS15	0.00289934433252245	0.362400743643343	0.772	0.762	1
LIPA	0.00290540691531059	0.338287056474575	0.191	0.321	1
IMP3	0.00292808187632636	0.341600405175691	0.147	0.277	1
RPL8	0.00292939990230876	0.399947872638588	0.75	0.763	1
GRINA	0.00295726306406194	0.352040684239347	0.309	0.472	1
XRCC6	0.00312185374736673	1.51373014117107	0.426	0.408	1
MARCH7	0.00326379414105757	-0.409585133083132	0.147	0.263	1
RPS3	0.00327033143723023	0.355092738853642	0.824	0.762	1
FAM26E	0.00332853618949916	0.330905055264545	0.191	0.33	1
POMP	0.00345301759274565	0.542027123006902	0.596	0.576	1
KIF1B	0.00354162688929972	-0.65036360584552	0.176	0.297	1
LTBR	0.00354391903822161	0.333669847659893	0.191	0.32	1
EFCAB14	0.00354968735816	-0.591735187850899	0.14	0.257	1
TROVE2	0.00361878907367117	0.34393387782794	0.147	0.269	1
TPM3	0.00362854780654546	0.984402435645855	0.5	0.543	1
KLHL5	0.00370336425704045	-0.252252143380922	0.199	0.323	1
EIF1AX	0.00371705717741151	1.02183146371168	0.507	0.514	1
NCOA3	0.00372813896463961	-0.283326577686436	0.147	0.264	1
AGTRAP	0.0038138567716567	-0.419770288806624	0.272	0.421	1
DSE	0.00383135762022522	-0.378715015225787	0.831	0.886	1
SNRNP70	0.00387416328688573	-0.681632323434211	0.191	0.315	1
HECTD1	0.00393877205338224	0.325188502407405	0.184	0.321	1
DGUOK	0.00394447746566549	-0.473034612317588	0.25	0.395	1
EIF3L	0.00394830934999863	-0.348504516326835	0.257	0.405	1
NAV3	0.00400360352599005	-0.950871477796311	0.154	0.266	1
DDRGK1	0.0040164653037263	0.27657572311299	0.176	0.303	1
DNAJB4	0.00411871557638948	-0.324031316751208	0.147	0.262	1
RNPS1	0.00417997302757827	-0.451228238761521	0.199	0.322	1
ARHGEF2	0.0042344826635808	-0.492935409490977	0.154	0.269	1
TRIM44	0.00424204832241254	0.284603895166845	0.14	0.257	1
MIF	0.00437227127076521	0.589255169329661	0.61	0.633	1
SQLE	0.00442488943687832	0.315122940125448	0.162	0.282	1
RNF145	0.0045133188203655	-0.523217573723957	0.176	0.291	1
UBE2B	0.00461268770217769	-0.34198372196105	0.316	0.446	1
AARS	0.00473637526138832	0.655042648003679	0.132	0.253	1
KIAA0947	0.00475254834105278	-0.342282468337453	0.199	0.324	1
DERL1	0.00477075819788557	-0.325976277857183	0.199	0.316	1
ABHD2	0.00477581831010521	-0.270324994898167	0.213	0.345	1
CDK12	0.0048628436147252	-0.691117365539468	0.184	0.297	1
RPS15A	0.0048706946887733	0.401820739997456	0.706	0.679	1
CSNK1G3	0.00488058557597061	-0.419464783385454	0.14	0.252	1
SSR3	0.00492209610227199	0.719006568149573	0.566	0.627	1
NDFIP2	0.00492525940758187	-0.464295817429385	0.184	0.301	1
MID1	0.00513965578067518	-0.326123873769813	0.213	0.354	1
MTCH1	0.00519350445454532	-0.313743515297249	0.346	0.502	1
HDAC3	0.00520031655244546	-0.316964447111546	0.176	0.291	1
EIF2A	0.00524935949338659	-0.267910621029043	0.154	0.256	1
TBL1XR1	0.00533087453392516	-0.267956611246391	0.301	0.452	1
DFNA5	0.00549467680191575	0.285002519706496	0.162	0.281	1
TBC1D20	0.00556049593797061	-0.56676253302258	0.235	0.352	1
SOD1	0.0055734745053905	0.8980703774899	0.507	0.514	1
MEAF6	0.00561596365113351	-0.813660798252065	0.14	0.251	1
RPS26	0.00564699002929551	0.99880842488445	0.507	0.52	1
TTLL7	0.00568010519186496	-0.926718393640982	0.184	0.297	1
CYP1B1	0.00574283473323938	0.495541652073533	0.294	0.448	1
WTAP	0.00580280836877131	-0.366051697655903	0.279	0.407	1
ATPIF1	0.00593558398788407	0.943172693556854	0.544	0.551	1
CFDP1	0.005949655904564	0.425391064990687	0.199	0.332	1
PPM1F	0.00597026078097777	-0.439941630961906	0.169	0.281	1
KRT10	0.00597363369849801	-0.266119550492765	0.294	0.444	1
SNRPD1	0.00598584131033451	1.20085051163518	0.419	0.412	1
VCL	0.00612083138324841	0.291525547621471	0.257	0.404	1
BPTF	0.00631665698006873	0.261370104999318	0.279	0.425	1
HSPE1	0.00647020677735492	0.742663748000702	0.522	0.536	1
ZNF770	0.00658296104915359	-0.325360208218202	0.154	0.266	1
MAP4K4	0.00664983212379712	1.19474614773873	0.537	0.579	1
PSMA7	0.00667653082321711	0.693675182195908	0.588	0.624	1
SHISA5	0.00669950927323474	0.285600638232789	0.147	0.25	1
RPL27	0.00689274045306953	0.503759136698013	0.64	0.622	1
MVP	0.00703189131086107	-0.333063908021678	0.184	0.293	1
RPL21	0.00712110510922025	0.39009522789726	0.779	0.785	1
KPNA2	0.00713773346463839	1.59647125895173	0.25	0.187	1
SH3PXD2A	0.00730972092966112	1.10124457660376	0.243	0.397	1
NDUFA11	0.00737617240146665	0.730086853800883	0.529	0.526	1
CHURC1	0.00748543216717626	0.564635936798976	0.162	0.279	1
NUCB1	0.00762202403563815	0.707105868428325	0.199	0.331	1
SMIM20	0.00780382671271883	-0.311410682942757	0.154	0.259	1
IFI6	0.00783321857251277	-0.318507783466164	0.419	0.571	1
BTF3L4	0.00802028030908486	-0.460513435135907	0.169	0.278	1
LUZP1	0.0080355952347671	0.354200500466024	0.191	0.307	1
CAPZB	0.00810908436108788	-0.256715828043588	0.301	0.449	1
ZFP36L1	0.00819269362053645	0.35780137498203	0.265	0.433	1
ATOX1	0.00823039839740351	0.723281818604403	0.544	0.536	1
RPLP2	0.00823828893740676	0.407792417141351	0.728	0.713	1
ZNFX1	0.00826404957565689	-0.295805865953738	0.162	0.268	1
AK2	0.00852345719410686	0.44936335475607	0.243	0.382	1
UBAP2L	0.00857454501289369	-0.448798659279742	0.162	0.27	1
NSMAF	0.008829740894904	0.70867543205877	0.14	0.25	1
WAC	0.00891944829933054	-0.398161455345356	0.206	0.319	1
RAB7L1	0.00901508196508885	-0.288095361193226	0.176	0.274	1
SYF2	0.00901818410335147	0.917289970552166	0.176	0.309	1
FBL	0.00918939191878141	1.61983321256298	0.301	0.232	1
UBB	0.00930741648698682	0.662089182726887	0.559	0.571	1
SNX5	0.00933675513949826	-0.781724735160913	0.184	0.289	1
VDAC1	0.00935933185435757	1.07939026526419	0.537	0.508	1
MANF	0.00939831048345268	0.26876069742007	0.228	0.354	1
AKR1B1	0.00957746633368178	0.365686028615485	0.787	0.83	1
CD276	0.00958196784343861	0.302937401679226	0.176	0.284	1
BOD1L1	0.00986310642680926	0.403379219736567	0.301	0.464	1
IBTK	0.00987491499301129	0.634566981970497	0.176	0.294	1
AFAP1	0.0100833689413397	-0.332099148120722	0.199	0.309	1
GNG5	0.0101339789783485	1.15755187437968	0.463	0.448	1
PPIC	0.0101868089716128	-0.4256459911337	0.199	0.309	1
GYPC	0.0105871616399532	-0.417224938478225	0.434	0.541	1
MYL9	0.0109946214529652	0.67240652319845	0.618	0.622	1
SPG20	0.0111711469268316	0.315221216892459	0.228	0.364	1
NUPL1	0.0113136181830616	-0.575199530098567	0.184	0.293	1
RAN	0.0119338077674778	1.10163345509643	0.456	0.502	1
ACP1	0.0120066319355193	0.306647723696324	0.228	0.347	1
PRKAR2A	0.0120368917367829	0.342698250650397	0.154	0.26	1
SKA2	0.0123158422438695	1.36261940917771	0.294	0.237	1
OXR1	0.0123579140192208	-0.630902706044657	0.154	0.252	1
B4GALNT1	0.0124769660586965	0.570254095156381	0.618	0.698	1
C12orf44	0.012623915401049	-0.318881828931414	0.162	0.268	1
FKBP8	0.0126259713249124	-0.312488539658452	0.206	0.32	1
ATP6V1G1	0.0127005222853386	0.345838675929361	0.272	0.401	1
PPP1CC	0.0127338797127342	1.04052241212371	0.5	0.546	1
EHBP1L1	0.0127361354400119	0.293442911479622	0.176	0.291	1
SH3BP4	0.0128027797546567	-0.428088906558432	0.162	0.264	1
SUPT4H1	0.0128129638264803	0.28954617162245	0.169	0.272	1
RPL29	0.0130929041922574	0.443002094022837	0.721	0.693	1
GAS6	0.0133536563953299	-0.281582730176219	0.353	0.489	1
C16orf52	0.0134992156964512	-0.498101982873571	0.184	0.285	1
EVI5	0.0135577650939948	0.388187287486108	0.206	0.332	1
IL36B	0.0135648081309745	-0.391412569161764	0.25	0.357	1
SRP14	0.014075172517884	0.355767036646403	0.684	0.667	1
RRAS	0.0141093965815795	0.330516850205475	0.191	0.306	1
ATP5I	0.0141315681937108	0.719749715059721	0.559	0.554	1
GOLIM4	0.0143659843643259	0.468177798851666	0.243	0.384	1
YME1L1	0.0144562037333414	0.800241539091945	0.184	0.293	1
REXO2	0.0145352762997596	-0.272684651102566	0.294	0.423	1
RPS7	0.0147532592109504	0.364681407445051	0.728	0.725	1
ARL16	0.014853848664314	-0.519463346118551	0.191	0.3	1
SLC39A7	0.0150058659559216	0.262330244992218	0.257	0.385	1
MAN1A2	0.0150117928385885	0.499685850326292	0.221	0.332	1
IAH1	0.0150607946543996	-0.309225335645828	0.184	0.296	1
SLC20A1	0.015417434590363	-0.264025997221946	0.206	0.314	1
RPL13A	0.0154594664146871	0.358891703022068	0.743	0.736	1
WBP2	0.0157317612478925	0.46698899023031	0.191	0.297	1
ACBD3	0.0157538371698882	0.995080400734902	0.213	0.338	1
CSE1L	0.0160906520065976	1.45247139931732	0.265	0.204	1
ST13	0.0161378241706874	0.825515543135397	0.559	0.588	1
BET1	0.0161737247242165	0.304328640220856	0.184	0.298	1
NFATC2IP	0.0164396285915484	-0.261222414051596	0.191	0.302	1
FOXD1	0.016453129567645	0.476088673790009	0.221	0.348	1
AC006262.5	0.0167806082518394	-0.393215962978133	0.169	0.264	1
RBFOX2	0.0168057767795652	-0.488440460127709	0.191	0.289	1
PRPF6	0.01696083988344	-0.287317873930577	0.154	0.256	1
TXN	0.0169692401799534	0.66832045803792	0.507	0.51	1
SLC25A6	0.0169989336838728	0.729042362499702	0.559	0.543	1
PAFAH1B1	0.0170807657403938	0.367631359104301	0.228	0.348	1
PXN	0.017457643692013	-0.324497747208498	0.235	0.337	1
GSTO1	0.0175005410560143	0.827040482068089	0.5	0.535	1
IARS2	0.0175459879760438	0.669044561050258	0.228	0.339	1
NDFIP1	0.0176953163146382	0.277926536195701	0.235	0.371	1
TRIOBP	0.0177793517843821	0.250728520254059	0.169	0.279	1
GLO1	0.0178046704512033	1.49203467697294	0.36	0.323	1
RPL9	0.0180627145415168	0.366169455306899	0.779	0.748	1
CSF2	0.0182728977748906	-0.253354991211647	0.522	0.696	1
NME3	0.018277062806743	0.254378786101427	0.228	0.355	1
YWHAH	0.0187004750688036	1.3667159490918	0.353	0.321	1
SLMO2	0.0190133641146314	0.579602456806548	0.162	0.268	1
TKT	0.0190224416418645	0.381418799804912	0.25	0.387	1
GUK1	0.0190444493102272	0.552828265805907	0.588	0.594	1
TCEAL4	0.0191503113842214	1.33654412060365	0.493	0.487	1
SERBP1	0.0192238052948548	1.12967873645517	0.493	0.517	1
ROCK2	0.0193248708033765	-0.335846086758249	0.199	0.298	1
ARPC5	0.0194255369586237	0.971521143720413	0.456	0.49	1
PPP6R2	0.0195528481524339	-0.290130251135192	0.176	0.272	1
NT5E	0.0200416366551771	0.272697270997155	0.301	0.458	1
ARL1	0.0201170113280185	0.404980848593543	0.257	0.389	1
RTFDC1	0.0201453313243527	0.451284092132294	0.206	0.323	1
AIMP1	0.0203286759048253	-0.623591632484458	0.169	0.257	1
TPM4	0.0203543641842069	0.832802861154911	0.588	0.636	1
PPP1R12A	0.0207726366781787	0.34774196763148	0.243	0.369	1
NUDT16L1	0.0209952462625392	-0.288932508039436	0.162	0.26	1
PFN1	0.0213368581815282	0.674886042747517	0.522	0.554	1
CENPB	0.0214214132156845	2.34899401161394	0.316	0.259	1
MGAT1	0.0215451194411323	0.545054192814228	0.169	0.272	1
EIF3G	0.0215929223504365	0.37553793298334	0.25	0.376	1
RPL23	0.0216613801460018	0.330075542327518	0.772	0.747	1
RSL24D1	0.0219352179994394	0.317288664980926	0.213	0.323	1
TAF10	0.0221895335334133	0.320877205578906	0.176	0.284	1
RBBP8	0.0222219596109187	1.73313269773992	0.25	0.197	1
CAMTA1	0.0229917327887605	0.438264263843161	0.206	0.31	1
FAM126A	0.0230166395220604	-0.514568571919194	0.191	0.287	1
HDDC2	0.0230434059749991	0.255603000623883	0.235	0.345	1
RPL22	0.0236435912576797	0.401480759061652	0.647	0.682	1
YWHAZ	0.0236587903794072	0.653157931065248	0.551	0.573	1
EFR3A	0.0237252124296847	0.282267955838403	0.235	0.347	1
PPP4C	0.0238028126925153	0.354485387659746	0.184	0.279	1
PPIL4	0.0244606174689224	0.270201226894944	0.154	0.255	1
COMMD6	0.0246840860581866	0.379620806304247	0.301	0.436	1
RPS12	0.0247052721838926	0.259473825188647	0.824	0.806	1
CNIH1	0.0247180640670528	-0.37192938440521	0.169	0.261	1
EXT1	0.0249777553918561	0.275700255211163	0.243	0.372	1
HNRNPAB	0.0253832179147477	0.989886610950395	0.434	0.442	1
CSNK2A1	0.0254221864241738	0.280094885967734	0.25	0.381	1
C12orf23	0.0256105139935469	0.280250964140007	0.228	0.341	1
CDIPT	0.0258408079193614	0.503451460564742	0.176	0.275	1
ELOVL1	0.0259891997447592	0.371767632486846	0.176	0.281	1
PA2G4	0.0260568220101269	1.18978618504076	0.426	0.421	1
ANKRD13A	0.0261999181049964	-0.412806615883787	0.176	0.265	1
ERCC1	0.0262010953782288	-0.250558729496785	0.191	0.291	1
FBXW11	0.0262400868245829	0.65149464068575	0.235	0.351	1
ZEB2	0.0267136617143362	0.85549029140717	0.199	0.297	1
RPL22L1	0.0270086971409822	0.589051365797947	0.243	0.364	1
UQCRH	0.0274051936970763	0.583130765262563	0.551	0.581	1
EIF2S3	0.0275197151249104	0.383247275831968	0.243	0.363	1
PTPN1	0.0276457591160747	0.409560316624009	0.228	0.34	1
NDUFAF2	0.0277114291821523	0.445107282473184	0.221	0.327	1
FXR1	0.0277585173043669	0.931058402649485	0.485	0.507	1
GOLGA3	0.0277780508852035	0.476216194745005	0.265	0.396	1
VAT1	0.0278030903883466	0.353136593059209	0.199	0.3	1
NOP56	0.0278735085963416	0.307610281990817	0.213	0.318	1
NNMT	0.0279924288450914	0.471163563930114	0.176	0.278	1
MRPL3	0.0283956963307444	0.375358458221596	0.169	0.263	1
IFT20	0.0294377925848772	0.493345017728764	0.206	0.311	1
MZT1	0.0294733934503822	1.40897435689487	0.257	0.215	1
PPP2R5E	0.0295204232857204	-0.437207248998512	0.169	0.255	1
RAB31	0.0301375697724005	0.26891768865493	0.213	0.322	1
SNRPB	0.0305259621612379	1.18152206866507	0.412	0.412	1
CTDNEP1	0.0307480005141163	0.35792557736237	0.191	0.286	1
MED31	0.0309201189500072	1.09621141850557	0.162	0.254	1
SRPRB	0.0313368586329594	0.252407723889505	0.176	0.268	1
RAC1	0.0313822867028521	0.811802233934888	0.493	0.539	1
IFNAR1	0.0315274196962169	0.336313395827463	0.213	0.334	1
CLIP1	0.0318024454666133	0.523931363440074	0.301	0.449	1
POLR2L	0.031825792669575	0.827838701738553	0.441	0.444	1
SAA1	0.0322874704030078	-0.580964623170341	0.184	0.27	1
ATP5J2	0.0324138843338094	0.767534329719546	0.493	0.522	1
B2M	0.0326154307740358	-0.287035863948372	0.949	0.968	1
PALLD	0.0327258339493554	2.09257048499644	0.309	0.27	1
MMADHC	0.032804516575625	0.341687661324775	0.199	0.309	1
CIR1	0.0332270700329028	-0.518148674205942	0.176	0.263	1
TMOD3	0.033387297470986	0.455491250021122	0.221	0.335	1
AKR1A1	0.0336343291131658	0.426723650121966	0.191	0.296	1
ECH1	0.0337146750089748	0.563081128342249	0.162	0.253	1
CLIC4	0.034129296590886	0.975290521356355	0.5	0.518	1
CHMP5	0.0344696078606402	0.261776739575345	0.25	0.366	1
PTPLAD1	0.0346974551148779	0.445448755589072	0.272	0.403	1
RPS6KA3	0.034718352194332	0.754958665862851	0.184	0.278	1
RAB5C	0.0350319122432215	0.341129247823991	0.25	0.366	1
SH3BGRL	0.0355372480447497	0.270414680424464	0.257	0.365	1
TADA3	0.0359558740246034	0.416654900074649	0.162	0.255	1
DCTN1	0.0364606896363581	0.761228517848638	0.206	0.313	1
SAR1B	0.0365971880321116	0.332859480286467	0.184	0.277	1
GS1-251I9.4	0.037317257915003	0.511194984135583	0.199	0.318	1
DAP	0.0375718942668501	0.930974757639813	0.507	0.563	1
ARPP19	0.0375751307984057	1.20183777203474	0.346	0.308	1
UBE2D2	0.0381382690552203	0.261958876035143	0.265	0.379	1
CORO1C	0.0385049290546508	1.50112748339245	0.397	0.371	1
SSFA2	0.0391538486901596	0.257249885919821	0.176	0.265	1
C1orf122	0.0391886359767633	0.322360231917049	0.272	0.396	1
CKLF	0.0392854910761537	1.44412391126299	0.324	0.292	1
B4GALT1	0.039732401131028	0.283321116555107	0.243	0.344	1
RPL5	0.0400389552347674	0.351062180165706	0.721	0.691	1
AP3S1	0.0401288925518706	0.304039416835261	0.191	0.286	1
ATP2A2	0.0404765776253503	0.312894040950309	0.287	0.403	1
FEZ2	0.0405111174692563	0.395903621106516	0.257	0.377	1
SERINC3	0.040555633018608	0.334874591835837	0.382	0.531	1
FKBP1A	0.0407220429938843	0.80165693141779	0.544	0.581	1
ATRX	0.040802291687297	0.428340998853039	0.426	0.601	1
SNRPG	0.0411490847180503	0.9870038049641	0.426	0.43	1
PPIG	0.0415520701338233	0.368694606286942	0.235	0.35	1
PPFIA1	0.0421636663861919	0.505776041907399	0.25	0.364	1
VBP1	0.0423495419049537	1.23832186437553	0.324	0.295	1
MTRF1L	0.0424309836488234	0.581339768298628	0.191	0.29	1
OAT	0.0424662461778843	0.363759355092986	0.191	0.286	1
SNAP29	0.0426746376801841	0.62505845884471	0.235	0.345	1
KIAA1430	0.0428208725252488	0.438657258970903	0.184	0.28	1
LINC00667	0.0428522418534694	0.564315542412429	0.169	0.261	1
UQCR10	0.0433637235267537	0.748581560351074	0.485	0.526	1
KRAS	0.0435640210570086	-0.339603823352835	0.169	0.255	1
EIF4G1	0.0436193175221837	0.412792289079559	0.368	0.532	1
PLP2	0.0439539912344276	1.20791093153917	0.353	0.315	1
YY1	0.0439682356853291	0.426048972260167	0.279	0.396	1
CHMP3	0.0447162157891164	0.714044266078002	0.213	0.321	1
CCL20	0.0447750458399068	-0.437033467522304	0.176	0.267	1
GCSH	0.0448465335768056	0.36872032677773	0.176	0.271	1
ECI2	0.0449680186101192	0.999740282366137	0.426	0.43	1
ETFA	0.0455211597169213	0.370335236940522	0.191	0.279	1
FABP5	0.0456424014725857	1.40053776909134	0.294	0.257	1
EEF2	0.0457671803079513	0.357144777930186	0.647	0.677	1
ABHD12	0.0463789488810989	0.270631039452567	0.324	0.453	1
CCDC50	0.0464380264104702	0.565373145365139	0.206	0.301	1
SEPT9	0.0478522381002623	0.264626367014105	0.199	0.296	1
RNF115	0.0479162461823563	0.631797418442541	0.169	0.262	1
EMC3	0.048103451667571	0.346937782039749	0.25	0.365	1
ALDH1A3	0.0482371121470996	0.463674423487952	0.257	0.365	1
TPD52L2	0.0484179309372169	0.321521114722231	0.206	0.3	1
ATP5G3	0.0489815178893048	0.697028379279627	0.5	0.511	1
HSPA9	0.0494418352720922	0.511496522415668	0.353	0.486	1
ARL2	0.0502836540254281	0.269878643373517	0.25	0.355	1
CMC2	0.0504471620082257	1.27004552145778	0.279	0.241	1
RAC2	0.0511671075020134	0.39007832121998	0.243	0.351	1
MORF4L2	0.0517385116366542	0.264503234668214	0.382	0.561	1
ANXA1	0.052067878838442	0.715627779983062	0.507	0.543	1
SYNCRIP	0.0521549594917261	0.498416126757215	0.265	0.376	1
CCND1	0.0537819417104262	1.5074700666555	0.603	0.634	1
DYNC1I2	0.0538295941105535	0.450257517750379	0.272	0.403	1
MRPL21	0.0543092027061157	0.660626321581576	0.228	0.322	1
CALM2	0.0546253594760571	0.631270025424584	0.529	0.569	1
PPP1R15A	0.0546438747464979	0.658986870156129	0.199	0.284	1
NUDT22	0.0547927851634787	0.456604370859464	0.169	0.255	1
ATP5D	0.054861604318108	0.99208697723998	0.456	0.456	1
OSBPL8	0.0563672748286547	0.320446465144483	0.331	0.446	1
DARS	0.0566513937112088	0.445751969962556	0.199	0.292	1
PLA2G15	0.0575831730500104	0.274972900313986	0.191	0.267	1
SHC1	0.0581493325508619	0.256980235099483	0.272	0.383	1
PLAU	0.0581869305841707	1.12330815800869	0.257	0.209	1
FAM91A1	0.0582134359296512	0.537659190720256	0.191	0.275	1
SUZ12	0.0583958459333904	-0.402448913016688	0.213	0.309	1
YTHDF2	0.0585593312129949	0.474288366633252	0.184	0.27	1
TCEAL8	0.0590529493016805	0.86295169003612	0.265	0.378	1
C1orf43	0.059206676081166	0.348516185309824	0.287	0.396	1
LPXN	0.059671995143657	0.422725053947607	0.184	0.271	1
RPL32	0.060011540204304	0.26372239549913	0.765	0.752	1
WNK1	0.0600445423418661	0.386383296864856	0.404	0.565	1
PSMD4	0.0602906260468466	0.501664600959558	0.257	0.368	1
C6orf48	0.0611445369062091	0.297156184786855	0.375	0.498	1
PSMC2	0.0613926213239156	0.281338227733048	0.213	0.315	1
CDC27	0.0627028455983865	-0.288080189267409	0.199	0.277	1
STAG2	0.0632833716407619	0.400246887002014	0.221	0.316	1
TMEM256	0.0635945095362442	0.451915723391396	0.169	0.255	1
HNRNPM	0.0637967648187827	1.33934079974675	0.301	0.264	1
MAP4K5	0.0639113517656897	0.430181351650185	0.199	0.282	1
DTYMK	0.0640544295205653	1.682771414234	0.265	0.235	1
CCT3	0.0642190154860336	0.291668241416008	0.316	0.462	1
MRPL19	0.0643057893316249	0.339893935249256	0.176	0.264	1
JAK1	0.0646365063022884	0.380782378283233	0.338	0.475	1
NUDT3	0.064762459165146	0.356046395951678	0.294	0.408	1
CSDE1	0.0653331860610031	0.70297011720998	0.529	0.569	1
TTC3	0.065618511263268	0.338605284650661	0.404	0.548	1
ZFAND2A	0.0657177530970389	0.328626854275139	0.235	0.334	1
NAP1L1	0.0658627622243268	0.920604556464797	0.574	0.654	1
UBE2R2	0.0658926177489719	0.865239615255112	0.176	0.266	1
GDE1	0.0664282834087758	0.626600980725099	0.221	0.314	1
SRSF5	0.0668027514576641	0.347171897511161	0.265	0.372	1
POFUT1	0.0685082580182106	0.88449814862205	0.191	0.274	1
YBX3	0.0688649531195522	0.258512391525468	0.324	0.464	1
TRIM26	0.0688705397062898	0.409271897797566	0.213	0.301	1
LSM12	0.0695473976050294	0.657169809931008	0.184	0.274	1
BBX	0.0696417945395054	0.292631893156925	0.36	0.486	1
S100A4	0.0698643016795116	0.404930027626053	0.61	0.622	1
ATP5J	0.0699363536224302	0.483340591593768	0.515	0.531	1
BLVRB	0.0704036846222488	0.836207195284553	0.463	0.504	1
LAMTOR2	0.0708200813944557	0.744671627883573	0.221	0.303	1
