p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TM7SF3	3.08896299886325e-37	0.306855305994396	0.705	0.521	1.01126470656785e-32
TOMM34	3.23724912253525e-37	0.44049342852037	0.452	0.291	1.05981061773559e-32
SMARCA4	3.29671340861155e-37	0.362811425663451	0.457	0.295	1.07927803571125e-32
NDC1	3.40601727068247e-37	0.46454744824582	0.251	0.13	1.11506193407603e-32
TM4SF1	3.49908020261576e-37	0.329636666730396	0.679	0.506	1.14552887673235e-32
LRRC17	3.55259420190092e-37	0.332868953383663	0.573	0.401	1.16304828981832e-32
PDCD10	3.63411277656874e-37	0.346895872463896	0.588	0.407	1.18973584079307e-32
CDC34	3.65307406942608e-37	0.550399085617526	0.337	0.198	1.19594338884871e-32
CNRIP1	3.76266440589215e-37	0.521868028111526	0.309	0.177	1.23182107320097e-32
NMT1	4.02736204944904e-37	0.31182900965137	0.682	0.493	1.31847778774863e-32
EHD1	4.12532444873202e-37	0.563482422518519	0.356	0.212	1.35054871802589e-32
FKBP1A	4.47676020292925e-37	0.285654545131553	0.936	0.762	1.46560175523498e-32
NDUFAF2	4.72358997678681e-37	0.399290528449469	0.568	0.398	1.54640888660047e-32
EMP1	4.79784374820245e-37	0.360035988617991	0.517	0.347	1.57071808628652e-32
CLTA	4.953527250006e-37	0.323331119633893	0.853	0.669	1.62168575110697e-32
NUP155	5.46060658604623e-37	0.44585313623621	0.305	0.169	1.78769338413981e-32
C11orf58	5.82549216699786e-37	0.320631764379851	0.811	0.623	1.90714962563176e-32
TIMM23	5.83697687569198e-37	0.584815928178738	0.328	0.19	1.91090948956404e-32
TMOD3	5.90064983603557e-37	0.418553861416088	0.571	0.396	1.93175474332133e-32
THOC3	5.98145499117477e-37	0.582493826748809	0.279	0.152	1.9582087350108e-32
MRPL17	6.53631988945228e-37	0.419998129760284	0.6	0.425	2.13986040540889e-32
CRNDE	6.88486604832675e-37	0.493080074889977	0.455	0.3	2.25396744690121e-32
MRPS5	6.95604382269959e-37	0.390900815325525	0.577	0.406	2.27726962667539e-32
RUVBL2	7.24473337992708e-37	0.602073383261835	0.326	0.192	2.37178081392053e-32
VMA21	7.28224519088536e-37	0.39102810639124	0.555	0.381	2.38406143059205e-32
NT5DC1	7.49757936265768e-37	0.280823669186614	0.838	0.677	2.45455753174687e-32
FAM49B	7.86600764805897e-37	0.436942611505381	0.432	0.277	2.57517358382154e-32
ESRRG	8.5172630524049e-37	0.412541587637405	0.53	0.356	2.78838157809632e-32
DSTN	9.17983442501025e-37	0.280400757801153	0.967	0.819	3.00529419405986e-32
BAZ1A	9.78273991755445e-37	0.411837181332185	0.357	0.214	3.20267339420898e-32
CISD2	1.0303689945174e-36	0.419903554697643	0.514	0.345	3.37322201425105e-32
FTSJ3	1.0720267046673e-36	0.455370025622674	0.37	0.226	3.5096010257398e-32
NDUFA11	1.22274519224183e-36	0.316063421816502	0.858	0.676	4.00302321036129e-32
MRPL55	1.3683572697763e-36	0.382846137810908	0.464	0.302	4.47972802979367e-32
SF3B4	1.39610683199575e-36	0.50892464101149	0.369	0.226	4.57057454658768e-32
SPCS2	1.45526308847127e-36	0.280919350475189	0.815	0.634	4.76424029903725e-32
LTV1	1.4982824243405e-36	0.43850848737348	0.371	0.224	4.90507700080594e-32
RPL22	1.64956188304214e-36	0.254970437482434	0.968	0.833	5.40033569270335e-32
LYPLA1	2.01520795020483e-36	0.34050898525044	0.686	0.5	6.59738778738056e-32
SNW1	2.20019479399324e-36	0.345680608394952	0.512	0.339	7.20299771657508e-32
PRRC2A	2.20801788652426e-36	0.385861301295408	0.473	0.309	7.22860895690313e-32
USP13	2.24751542712645e-36	0.442333221442216	0.328	0.191	7.35791600532656e-32
DPYSL3	2.53298987360594e-36	0.342153336709162	0.559	0.387	8.29250224821113e-32
WBSCR22	2.58552433406012e-36	0.351238558487867	0.571	0.395	8.46448956484603e-32
PLK2	2.98899702618027e-36	0.559764474383668	0.404	0.259	9.78537846430896e-32
NUP107	3.08178826130812e-36	0.442435998150281	0.28	0.152	1.00891584098705e-31
DDX1	3.76157889596901e-36	0.346099905164275	0.668	0.484	1.23146569896234e-31
PDLIM1	3.93833341615436e-36	0.351839890710701	0.547	0.372	1.28933159378061e-31
SETD7	4.33486271095624e-36	0.295553116819525	0.742	0.557	1.41914735431286e-31
CSK	4.87710026158709e-36	0.539258187288574	0.353	0.214	1.59666508363838e-31
GADD45B	5.12899435656049e-36	0.489391155721859	0.297	0.168	1.67913017245077e-31
ENDOG	5.61549780840513e-36	0.654003080047709	0.25	0.135	1.83840167251567e-31
C12orf43	5.63424739730451e-36	0.587626133117607	0.288	0.162	1.84453991292955e-31
EIF3A	5.68008126184471e-36	0.270320193574854	0.882	0.751	1.85954500350272e-31
VCL	5.72959980652561e-36	0.29842353208902	0.718	0.541	1.87575638466035e-31
NDUFAF4	6.7005197162954e-36	0.644165023872445	0.309	0.18	2.19361614472079e-31
RALBP1	6.99916361882667e-36	0.387092413016884	0.623	0.448	2.29138618553147e-31
KRT10	7.14757011753292e-36	0.325244811878814	0.805	0.61	2.33997150507793e-31
UTP20	7.29957970570724e-36	0.435128350329608	0.323	0.186	2.38973640405444e-31
DHX15	7.69233838671665e-36	0.362895553561499	0.532	0.363	2.5183177410433e-31
TIMM17A	7.94443064893627e-36	0.375877957371934	0.53	0.361	2.60084770584876e-31
DDX23	8.14244378128145e-36	0.508390685431794	0.398	0.252	2.66567324511592e-31
SAP18	8.33875222183697e-36	0.32070233829596	0.8	0.618	2.72994070238499e-31
C8orf88	8.45950818067516e-36	0.667892880198808	0.276	0.152	2.76947378818943e-31
POLE4	9.01707593021162e-36	0.423083055047233	0.572	0.402	2.95201031803268e-31
NOP10	9.90152592620903e-36	0.317278184542875	0.8	0.603	3.24156155772231e-31
WRB	1.00065796482977e-35	0.415463839808819	0.483	0.322	3.27595404525972e-31
DCXR	1.01307406998422e-35	0.534545763828088	0.404	0.257	3.31660189031435e-31
UBE2K	1.04491813855192e-35	0.291448959723521	0.731	0.538	3.42085300199126e-31
GLA	1.07221334268937e-35	0.314356362729838	0.603	0.425	3.51021204129645e-31
FAF2	1.14413577552946e-35	0.307008976259612	0.654	0.473	3.74567170192836e-31
PEA15	1.48365285589224e-35	0.305051746346631	0.759	0.561	4.85718271962001e-31
FAM173B	1.63334793240858e-35	0.478698303953485	0.306	0.174	5.34725446111923e-31
IER5	1.69289012323018e-35	0.298206671516637	0.541	0.365	5.54218368543098e-31
SMIM11	1.80175989058149e-35	0.341394675636908	0.623	0.443	5.89860152978569e-31
TAF6	1.99900504083161e-35	0.494353307408679	0.416	0.266	6.54434270267452e-31
TOMM5	2.10369647005098e-35	0.548028537141009	0.357	0.216	6.88708150365291e-31
NOL11	2.18405636948879e-35	0.439291419142168	0.308	0.176	7.15016374243239e-31
ECHS1	2.5004829573287e-35	0.34190106028196	0.735	0.547	8.18608110570268e-31
NDUFS8	2.57970869565365e-35	0.333535533215212	0.793	0.608	8.44545032783093e-31
ECI1	2.72751721567737e-35	0.630023193841106	0.268	0.147	8.92934586068456e-31
DOHH	2.77895636160497e-35	0.515042826479053	0.269	0.146	9.09774733662237e-31
USP16	2.86263159168525e-35	0.329753736333895	0.583	0.407	9.37168330485917e-31
CHD1	2.93531460966031e-35	0.422351014423591	0.326	0.189	9.60963296910593e-31
FARSA	3.3193747807347e-35	0.501647677131655	0.411	0.264	1.08669691571693e-30
TRAPPC3	3.55633773215475e-35	0.362093743904966	0.56	0.389	1.16427384675282e-30
SIGMAR1	3.86962569798578e-35	0.5867231243437	0.335	0.201	1.26683806100659e-30
HDGFRP2	4.24324838631309e-35	0.435467001428611	0.33	0.196	1.38915465671118e-30
EI24	4.24730482734027e-35	0.37275157125188	0.604	0.427	1.39048265437466e-30
TMEM126A	4.29918348030855e-35	0.444677040146288	0.367	0.225	1.40746668778341e-30
DESI2	4.60039680155775e-35	0.495018123485603	0.437	0.286	1.50607790489398e-30
SNRPB2	4.68326374266179e-35	0.313671234031354	0.743	0.557	1.53320688407262e-30
LRRC58	5.36131423634033e-35	0.270347293597972	0.695	0.511	1.7551870546931e-30
COA6	5.4162093794898e-35	0.414542772059397	0.551	0.382	1.77315862665737e-30
UBQLN1	5.94433053178414e-35	0.345178516071514	0.558	0.384	1.94605492949549e-30
JADE1	6.65376810264518e-35	0.311094256306061	0.289	0.161	2.17831060144398e-30
CCDC137	7.03763960208763e-35	0.50424923276807	0.388	0.243	2.30398245293145e-30
MTAP	7.07908353593635e-35	0.552413584456899	0.328	0.195	2.31755036799484e-30
CDKN2A	7.35004838206017e-35	0.324706572453404	0.773	0.585	2.40625883931886e-30
SELT	8.15886428985395e-35	0.344962272150043	0.68	0.499	2.67104899121239e-30
RPF1	8.61442112665045e-35	0.614375835696157	0.298	0.17	2.82018918844282e-30
NF2	8.99688746736513e-35	0.498707603123511	0.392	0.247	2.945401019066e-30
MEAF6	9.38456469371396e-35	0.474335385166776	0.409	0.262	3.07231878942808e-30
TRAPPC4	9.67792559906606e-35	0.528684999810673	0.35	0.213	3.16835928262225e-30
TMEM109	9.97677128842321e-35	0.479598936206855	0.43	0.275	3.26619538440399e-30
TMCO1	1.02716415456339e-34	0.309365529726547	0.765	0.575	3.36273000920961e-30
MRPS35	1.02730263398027e-34	0.527544986321968	0.366	0.227	3.36318336312462e-30
SRSF4	1.03397664482854e-34	0.359560738157958	0.574	0.398	3.38503273983968e-30
CYB5A	1.10714320766184e-34	0.397257291213874	0.563	0.385	3.62456543324334e-30
ORAI1	1.16644804661064e-34	0.523055052956176	0.35	0.212	3.81871761499391e-30
RCC2	1.21190534833055e-34	0.392951907265225	0.316	0.184	3.96753572936454e-30
FAM98B	1.31388526751171e-34	0.573279162948377	0.288	0.164	4.30139758877985e-30
SLC25A39	1.36505977724264e-34	0.444251824317122	0.477	0.319	4.46893269873696e-30
ISY1	1.53159672306844e-34	0.563783519635238	0.315	0.185	5.01414135198147e-30
HAX1	1.54534483739424e-34	0.330672230259869	0.622	0.437	5.05914992866126e-30
SART3	1.67303795769625e-34	0.388983424474201	0.304	0.172	5.47719166590597e-30
XPO6	1.84135307897785e-34	0.359326633550566	0.581	0.406	6.0282217099577e-30
FAM96A	1.89135163444042e-34	0.469042415161432	0.473	0.313	6.19190698083104e-30
LSM10	1.94619317458434e-34	0.456420260376138	0.499	0.338	6.3714472149542e-30
WDR74	2.14029197360077e-34	0.524661682872347	0.31	0.182	7.00688786317419e-30
SDF2L1	2.20445312584579e-34	0.333531187686806	0.69	0.505	7.21693864339396e-30
PTPLAD1	2.22663137929077e-34	0.272432032281537	0.667	0.486	7.28954580952212e-30
SMARCD1	2.42318822911511e-34	0.509725655654551	0.381	0.238	7.93303362447706e-30
HSD17B10	2.46629808830158e-34	0.395296278613374	0.478	0.316	8.0741666814817e-30
C1orf35	2.51661390360279e-34	0.407804885234036	0.33	0.196	8.23889059761482e-30
DDX52	2.58146761578584e-34	0.320174967715447	0.443	0.286	8.45120868055969e-30
GHITM	2.58917095073923e-34	0.279792804417948	0.838	0.652	8.4764278585301e-30
CSNK2A2	2.63121317169241e-34	0.445558025537714	0.415	0.265	8.61406568148662e-30
GAMT	2.66678393747437e-34	0.398491368500437	0.539	0.369	8.73051725450358e-30
RARS	2.78886200817027e-34	0.33860918110267	0.65	0.479	9.13017644234784e-30
ASXL1	2.98236116398961e-34	0.271728608520275	0.44	0.282	9.7636539786692e-30
RSRC2	3.12641659616805e-34	0.257722249626427	0.57	0.392	1.0235262652535e-29
PDS5B	3.37136007963196e-34	0.250151369540471	0.366	0.221	1.10371586286991e-29
JTB	4.35874334772152e-34	0.325649904335099	0.768	0.578	1.42696539717707e-29
SORBS3	4.77133640959216e-34	0.471205909691205	0.495	0.336	1.56204011377228e-29
HLTF	4.89276157175582e-34	0.34384296786719	0.502	0.339	1.60179228336142e-29
RPS13	5.17549129820107e-34	0.252720806175418	0.961	0.819	1.69435234120507e-29
NUBP2	5.19693485724695e-34	0.440694001941959	0.44	0.286	1.70137253356551e-29
C11orf48	5.34245653621007e-34	0.547385232456118	0.352	0.217	1.74901342082445e-29
TIMM50	5.97665895223897e-34	0.479803155126864	0.389	0.246	1.95663860778399e-29
HSPA1B	6.29438941110305e-34	0.486742772470313	0.328	0.198	2.06065720540692e-29
BCLAF1	6.74754627644323e-34	0.251812216056812	0.75	0.573	2.20901169998199e-29
PLS3	6.75137163656665e-34	0.341984857250116	0.673	0.498	2.21026404637919e-29
CSNK2B	6.94846150914442e-34	0.357278162357556	0.642	0.461	2.2747873288637e-29
COA4	7.22559900982401e-34	0.376264889894165	0.613	0.442	2.36551660383618e-29
DPM1	7.63322600414926e-34	0.448337412883031	0.411	0.264	2.49896552923838e-29
PRKAR2A	7.69800032287734e-34	0.359446795517168	0.461	0.304	2.52017134570358e-29
CRCP	8.04940578375365e-34	0.401676547787749	0.416	0.267	2.63521446548527e-29
SSU72	8.50737298541131e-34	0.35542618931703	0.702	0.513	2.78514376796396e-29
MRPS9	8.74095192540092e-34	0.659678421663415	0.274	0.154	2.86161284133775e-29
TRIM16	8.80384995324226e-34	0.376427967062065	0.482	0.323	2.88220439769245e-29
MT1E	9.56615195921998e-34	0.261032661376098	0.904	0.731	3.13176682840944e-29
UTP6	9.74065935449786e-34	0.658518750009652	0.267	0.149	3.18889705947551e-29
RTN3	9.74807589669286e-34	0.325619838689384	0.671	0.492	3.19132508705931e-29
TSR3	1.00896765768226e-33	0.467561076926765	0.449	0.299	3.30315831772017e-29
SPRYD7	1.06345674554338e-33	0.483479414281538	0.393	0.249	3.4815446935599e-29
USP38	1.10204613320086e-33	0.452005225053415	0.397	0.252	3.60787863087298e-29
MRPL36	1.12942757289914e-33	0.297714822918491	0.754	0.566	3.6975199881572e-29
ROCK2	1.2226277854131e-33	0.292765248562581	0.521	0.355	4.00263884388541e-29
TIAL1	1.33887960846159e-33	0.304040117735977	0.409	0.256	4.38322406218157e-29
DR1	1.34082794156821e-33	0.396755734042914	0.353	0.216	4.389602515106e-29
ORC3	1.36114267857147e-33	0.437739086057046	0.39	0.247	4.45610890110729e-29
DLC1	1.36793242362515e-33	0.316496505623851	0.421	0.271	4.47833716846403e-29
NBN	1.37183672600728e-33	0.37185736702598	0.357	0.216	4.49111907360263e-29
AHCYL1	1.41859148400577e-33	0.281692170110535	0.841	0.666	4.6441848003381e-29
NFIC	1.51276850560202e-33	0.294906331843449	0.792	0.618	4.95250153363991e-29
ZCCHC17	1.57691927652055e-33	0.403233842312522	0.468	0.315	5.16251832747297e-29
PSMD4	1.62701070389698e-33	0.276210798117587	0.705	0.519	5.32650764241793e-29
THAP7	1.6573390128412e-33	0.294822411844329	0.609	0.429	5.42579646023951e-29
FTSJ2	1.7552685203733e-33	0.554838934195683	0.334	0.202	5.74639808199809e-29
KATNAL1	1.79597532612837e-33	0.427208074928286	0.353	0.215	5.87966402267907e-29
YARS	1.92372276520522e-33	0.341743516660899	0.425	0.273	6.29788358872886e-29
C21orf59	1.96837619357353e-33	0.41019142092655	0.324	0.191	6.44406998252102e-29
SSB	1.98411871399606e-33	0.298891914405514	0.727	0.542	6.49560784588029e-29
TIMM21	2.24058328570969e-33	0.54638365540096	0.282	0.159	7.33522156075638e-29
AHCTF1	2.72514723026938e-33	0.269009196082652	0.453	0.298	8.92158700245589e-29
ACP1	2.74966435408659e-33	0.343002917600302	0.626	0.446	9.00185116240867e-29
GLTP	3.19019690375449e-33	0.414374532157677	0.575	0.407	1.04440666235115e-28
EPS8	3.38423780639293e-33	0.457693394082513	0.394	0.251	1.10793177305692e-28
EVA1A	3.59373536600271e-33	0.490291943278757	0.344	0.209	1.17651708412197e-28
SYPL1	3.73665039881976e-33	0.309073051001481	0.662	0.483	1.22330460756561e-28
CSDE1	3.95139944904473e-33	0.266006723654987	0.91	0.77	1.29360915162826e-28
CCDC80	4.07531857379747e-33	0.279136396225664	0.615	0.446	1.33417779468982e-28
SCML1	4.15355508217175e-33	0.310695675333112	0.46	0.304	1.35979086280139e-28
HOXB7	4.25851435728536e-33	0.46537966460203	0.407	0.261	1.39415243028808e-28
RALA	4.26197396708228e-33	0.371531333949611	0.544	0.379	1.3952850373434e-28
DAP3	4.3842628632304e-33	0.264165352704403	0.612	0.438	1.43531997616437e-28
ARL2BP	4.48617843716122e-33	0.357885028998473	0.556	0.388	1.46868509675784e-28
PTGR1	4.90882574056733e-33	0.323670466895123	0.606	0.433	1.60705137094693e-28
RFWD3	5.01816074710486e-33	0.384194265140962	0.26	0.144	1.64284546538719e-28
DDAH1	5.22523028374137e-33	0.362704364564798	0.426	0.279	1.71063589029125e-28
MBD4	5.70108610841618e-33	0.292564285396891	0.449	0.293	1.86642157017329e-28
MED4	5.72751422688256e-33	0.399463337960091	0.392	0.248	1.87507360759681e-28
SORD	5.75667136916006e-33	0.51446226425287	0.33	0.2	1.88461907283562e-28
C12orf10	6.87376069716915e-33	0.395006193191955	0.428	0.282	2.25033177703924e-28
ANKRD13A	7.24665990963381e-33	0.316244030886744	0.388	0.245	2.37241152121592e-28
NDUFV1	7.29095030412392e-33	0.391992999008618	0.532	0.367	2.38691131056409e-28
VPS35	7.38623564852186e-33	0.290427136719086	0.733	0.558	2.41810582661309e-28
CXCL2	8.00073214002021e-33	0.49284134850481	0.394	0.258	2.61927968799982e-28
MRPL16	8.51533566707849e-33	0.397405584625594	0.356	0.219	2.78775059068816e-28
RBM28	9.03350019063376e-33	0.286682154553961	0.471	0.313	2.95738729240968e-28
PAPOLA	9.27817948913123e-33	0.290213386163085	0.661	0.488	3.03749040115178e-28
SCCPDH	9.38489046525051e-33	0.49436667989565	0.383	0.243	3.07242544051371e-28
GNG12	9.60317999380616e-33	0.277711445475426	0.684	0.497	3.14388906637226e-28
NOL9	1.01873234293031e-32	0.315018501784905	0.317	0.186	3.33512594428524e-28
EPB41L2	1.04371705390231e-32	0.382327824629433	0.437	0.285	3.41692089106538e-28
YRDC	1.0563086414363e-32	0.606084121868565	0.261	0.146	3.45814323033416e-28
ATP5C1	1.28606209934766e-32	0.344325810327918	0.609	0.434	4.21031010084436e-28
TMEM160	1.28955964261682e-32	0.391282881828846	0.43	0.282	4.22176035799896e-28
MRPL35	1.3020335807549e-32	0.544376967384803	0.339	0.208	4.26259753667539e-28
PHF6	1.30923047991718e-32	0.293493274961368	0.438	0.287	4.28615874515288e-28
SMAP2	1.42381714003193e-32	0.48204273523305	0.413	0.268	4.66129255303655e-28
CCDC77	1.51997891510747e-32	0.316163205442779	0.304	0.173	4.97610697227883e-28
CUL3	1.58169273008886e-32	0.347657170560544	0.482	0.325	5.17814565976489e-28
R3HCC1	1.68810648954294e-32	0.582218117116168	0.268	0.151	5.52652302546568e-28
COPZ1	1.74090009378467e-32	0.39805322951208	0.601	0.435	5.69935872703225e-28
RBFA	1.74716079995196e-32	0.466534911230393	0.311	0.185	5.71985502688271e-28
SPCS1	1.77617964108533e-32	0.306356156545724	0.697	0.525	5.81485690898515e-28
TIPRL	1.78485853844591e-32	0.51312074178679	0.411	0.27	5.84326988316423e-28
AIFM2	1.82813714018591e-32	0.353465092815565	0.414	0.269	5.98495536954063e-28
SRPRB	2.14437209149563e-32	0.362085684161464	0.428	0.28	7.0202453531384e-28
PIM3	2.1712372927547e-32	0.339873594024188	0.462	0.309	7.10819664902033e-28
ERLIN1	2.35516647430521e-32	0.314563854890162	0.414	0.264	7.71034400358039e-28
REXO4	2.46591916076858e-32	0.434481251375048	0.32	0.192	8.07292614852419e-28
RRAS2	2.81908379913617e-32	0.462941572044353	0.372	0.237	9.22911654161201e-28
THUMPD3	2.98905310982664e-32	0.491966245817531	0.363	0.227	9.78556207095046e-28
PQBP1	2.99734477737876e-32	0.541805327995009	0.311	0.184	9.81270733218259e-28
TCF3	3.04183573491271e-32	0.596443102766488	0.257	0.145	9.95836182895723e-28
CMAS	3.07322985617843e-32	0.405656246005334	0.447	0.293	1.0061139903157e-27
PPIL4	3.27657380252247e-32	0.420390291729621	0.411	0.264	1.0726847314698e-27
DPH3	3.35156076896489e-32	0.424880726826444	0.418	0.272	1.09723396454372e-27
AARS	3.35694441923666e-32	0.297665042488158	0.497	0.34	1.0989964639697e-27
LIMA1	3.62553800883198e-32	0.333311818565295	0.695	0.53	1.18692863333141e-27
PAFAH1B1	3.82776111949151e-32	0.310459463022283	0.586	0.416	1.25313243529913e-27
BRMS1	3.86328935484897e-32	0.481139126531639	0.353	0.219	1.26476366899045e-27
SCARA3	3.9879663296763e-32	0.432950732079095	0.325	0.195	1.30558041700943e-27
CAP1	4.45582263026928e-32	0.296680188950508	0.837	0.654	1.45874721269756e-27
ETF1	5.0054774596331e-32	0.359190298626333	0.572	0.407	1.63869321073468e-27
XIST	5.05071520813633e-32	-1.14464530355796	0.664	0.676	1.65350314483967e-27
EIF2S3	5.33491912206841e-32	0.256546172583302	0.602	0.427	1.74654582218276e-27
IGF2BP3	5.34966092293481e-32	0.4182486560538	0.325	0.195	1.7513719929504e-27
TRIM16L	5.5269872829165e-32	0.407305361334819	0.451	0.302	1.8094250966812e-27
HNRNPL	5.55024666948274e-32	0.356772189247564	0.335	0.201	1.81703975465526e-27
SAFB2	5.58779964008028e-32	0.305715840096598	0.459	0.304	1.82933384616948e-27
AP1M1	5.77889440204208e-32	0.513260206581273	0.29	0.169	1.89189444934054e-27
RBCK1	6.57404810752057e-32	0.321578436208194	0.654	0.48	2.15221186944008e-27
CBX4	7.07947821880251e-32	0.365781951521366	0.414	0.269	2.31767957927156e-27
NSFL1C	7.20398896175074e-32	0.282085437144784	0.683	0.507	2.35844190629796e-27
NOB1	7.29699791015624e-32	0.550535271184801	0.263	0.148	2.38889117582695e-27
MRPL43	7.60826707849796e-32	0.353543226429279	0.579	0.411	2.49079447615866e-27
MRPL46	7.62638900384083e-32	0.528690212608236	0.29	0.168	2.49672723207741e-27
TTC1	8.04697481177868e-32	0.301428412474135	0.678	0.5	2.63441861388011e-27
HEATR2	8.4247897667615e-32	0.3389233391347	0.466	0.315	2.75810767384238e-27
C19orf70	9.44855967797278e-32	0.294409588354851	0.829	0.632	3.09326946737473e-27
ZNF593	9.60584235953446e-32	0.495080919525299	0.414	0.275	3.14476067166439e-27
LY6K	9.63436894161181e-32	0.510907352377891	0.28	0.162	3.15409970410487e-27
E2F4	1.15217742188689e-31	0.367520432095708	0.301	0.177	3.7719984437733e-27
NUP62	1.20697431264711e-31	0.349366676890124	0.365	0.23	3.95139250474411e-27
MZT2A	1.22360495581225e-31	0.342000284970448	0.567	0.404	4.00583790433814e-27
TPGS2	1.33846887003805e-31	0.266891258068614	0.796	0.607	4.38187938673056e-27
EFHD2	1.45626535082835e-31	0.34863467200476	0.549	0.388	4.76752150554186e-27
PHLDA2	1.54230162114381e-31	0.338575846066907	0.645	0.472	5.0491870473006e-27
ELOVL1	1.57270367686683e-31	0.336947148481143	0.521	0.361	5.14871729732662e-27
MPHOSPH10	1.82423988504755e-31	0.348172051464513	0.411	0.262	5.97219653566865e-27
MTRNR2L12	1.87752723124786e-31	-1.54523609457374	0.378	0.451	6.14664864965925e-27
POLR1D	1.92315697466292e-31	0.355227490173335	0.6	0.43	6.29603130365148e-27
RPL36AL	1.93511099356959e-31	0.292286515160147	0.802	0.615	6.33516637074814e-27
NDUFS4	1.98802699465376e-31	0.349875022414026	0.515	0.35	6.50840277509748e-27
UBE2G1	2.11720679159081e-31	0.459706345312971	0.296	0.174	6.93131159430998e-27
PRPF4	2.11839843193177e-31	0.590058541849899	0.274	0.159	6.93521278645824e-27
DCAF13	2.34145923317473e-31	0.273662433048258	0.487	0.326	7.66546923756743e-27
BCAP29	2.52885751014395e-31	0.295808943086321	0.621	0.45	8.27897371670928e-27
SEC13	2.62342623191414e-31	0.316391548827786	0.568	0.399	8.58857279804053e-27
PDIA3	2.71887378901818e-31	-0.477689405895207	0.862	0.809	8.9010490104877e-27
RBBP4	2.80885483876958e-31	0.26765917501215	0.634	0.456	9.19562897116384e-27
CREB3	3.09104198493269e-31	0.531881820945198	0.388	0.25	1.01194532502726e-26
COMMD2	3.09310397616587e-31	0.282989698532808	0.427	0.28	1.01262037971718e-26
CISD3	3.48166116284089e-31	0.509694083846243	0.372	0.237	1.13982623149085e-26
CHD4	3.51466757625228e-31	0.262665708967058	0.7	0.536	1.15063187111347e-26
VPS4A	3.59099200197402e-31	0.508352634826905	0.323	0.198	1.17561896160626e-26
PPP2R5E	3.95521668073219e-31	0.354714034399692	0.405	0.261	1.2948588369381e-26
LYRM1	4.67974292504832e-31	0.637572473388351	0.275	0.161	1.53205423880232e-26
COPS8	4.68383293054399e-31	0.371688894279879	0.488	0.332	1.53339322480149e-26
GARS	4.88465413626922e-31	0.252013581994516	0.791	0.613	1.59913807113182e-26
MORC4	4.93913240164837e-31	0.59725731886972	0.275	0.16	1.61697316565164e-26
CDCA7L	5.15896724789421e-31	0.405685801165264	0.349	0.216	1.68894269761561e-26
RAB10	5.34962387687129e-31	0.341963106641268	0.643	0.471	1.75135986481012e-26
VCP	5.72382105507063e-31	0.254432780378109	0.829	0.663	1.87386453700902e-26
PSMD8	5.8523847389396e-31	0.253541329986495	0.909	0.757	1.91595371583404e-26
TYW3	6.07606347953282e-31	0.443714213075405	0.453	0.307	1.98918166192945e-26
POM121C	6.62993368906828e-31	0.257681770359492	0.408	0.259	2.17050769112717e-26
PRMT5	6.94407131361307e-31	0.637264503741432	0.256	0.145	2.27335006665065e-26
PAK1	7.10932686003511e-31	0.683368164311886	0.307	0.186	2.32745142743829e-26
HSPA14	7.23069240461906e-31	0.630041895734161	0.273	0.16	2.36718407942419e-26
SOD1	7.6186213771956e-31	0.277278536871673	0.883	0.7	2.49418426646629e-26
EIF2AK4	7.64752951669097e-31	0.286149188795104	0.682	0.503	2.50364821317429e-26
HCFC1	8.76769483855943e-31	0.357328759924116	0.336	0.207	2.87036793624759e-26
FIBP	9.07882186123186e-31	0.334514208770752	0.6	0.435	2.97222470093009e-26
PPIG	9.17275492760823e-31	0.274660294677471	0.574	0.406	3.00297650820038e-26
SLC39A3	9.38413533991854e-31	0.455090585955831	0.295	0.175	3.07217822758253e-26
MTMR6	1.03267751889028e-30	0.522458124853449	0.299	0.177	3.38077966134301e-26
ZNF326	1.27603451384685e-30	0.265683806634191	0.407	0.264	4.17748179143182e-26
HPCAL1	1.30939914937142e-30	0.265884401513293	0.873	0.702	4.28671093521215e-26
CMBL	1.35828583025607e-30	0.471653659106613	0.303	0.18	4.44675615109231e-26
PITPNB	1.38908345904245e-30	0.323292548103092	0.482	0.327	4.54758142821318e-26
PES1	1.42682808338258e-30	0.498376698002352	0.345	0.217	4.67114977937789e-26
PFKP	1.50815406055334e-30	0.274018709622957	0.707	0.529	4.93739476343951e-26
TGFBI	1.62799622435833e-30	-0.455774283579249	0.885	0.847	5.3297340393043e-26
CNOT1	1.66298750203251e-30	0.250273462213007	0.414	0.27	5.44428848415404e-26
PSMD6	1.71287676868954e-30	0.410865145182418	0.306	0.182	5.60761596533582e-26
TIMM44	1.80453195611898e-30	0.440410597510138	0.34	0.211	5.90767671794232e-26
TGS1	1.89679556764662e-30	0.47821739712042	0.312	0.188	6.2097293293615e-26
THOC7	1.90788414667816e-30	0.505522635183214	0.361	0.227	6.24603111939495e-26
RECQL	2.12939987863862e-30	0.298675313315502	0.543	0.379	6.97122932268713e-26
AKT1	2.2505397513689e-30	0.46949931830323	0.318	0.194	7.36781703803151e-26
AFG3L2	2.33081106133485e-30	0.305896662115328	0.611	0.442	7.63060925259804e-26
CCDC47	2.35155567203987e-30	0.275716194950924	0.589	0.417	7.69852295912414e-26
CNIH4	2.40533622117419e-30	0.267027876587958	0.673	0.495	7.87458972088005e-26
RGS10	2.47478440933197e-30	0.396863775711559	0.488	0.338	8.101949199271e-26
